empresa,associado
415039,415043
415039,415040
415039,415041
415039,415042
415039,415045
TCSA,415035
TCSA,415036
TCSA,415046
TCSA,415037
TCSA,415038
TCSA,415048
TCSA,415047
TCSA,415049
TCNO,397454
TCNO,397455
TCNO,397453
TCNO,397440
TCNO,397443
TCNO,397442
TCNO,397444
TCNO,397445
TCNO,397448
TCNO,397447
TCNO,397441
TCNO,397446
TCNO,397450
TCNO,397456
TCNO,397451
TCNO,397449
TCNO,397452
TRIS,342557
342557,342558
342557,342559
342557,342560
342557,342561
342557,342562
TRIS,342563
TRIS,342564
TRIS,342566
TRIS,342565
TRIS,342567
UCAS,376690
UCAS,376691
UCAS,376696
UCAS,376698
UCAS,376697
UCAS,376692
UCAS,376693
UCAS,376695
UCAS,376694
UCAS,376700
UCAS,376699
UCAS,376701
VIVR,411878
411878,411879
411879,411880
411879,411881
411879,411882
411879,411883
411879,411884
411879,411885
411879,411886
411878,411887
VIVR,411888
VIVR,411889
VIVR,411890
VIVR,411892
VIVR,411891
VIVR,411893
BETP,372913
BETP,372911
BETP,372910
BETP,372912
NMRT,260913
260913,260914
260913,260915
260913,260916
NMRT,260911
NMRT,260910
NMRT,260912
NMRT,260917
NMRT,260918
AEDU,415068
415068,415075
415068,415069
415068,415070
415068,415074
415068,415076
415068,415071
415071,415072
415071,415073
415068,415077
415068,415078
AEDU,415079
AEDU,415080
AEDU,415082
AEDU,415081
AEDU,415083
CLPA,337448
CLPA,337447
CLPA,337449
ESTC,405141
405141,405142
405142,405143
405143,405144
405143,405145
405143,405146
405142,405147
405142,405148
405141,405149
405141,405150
ESTC,405155
ESTC,405156
ESTC,405157
ESTC,405136
ESTC,405154
ESTC,405137
405137,405138
405137,405139
405137,405140
ESTC,405152
ESTC,405151
ESTC,405153
KROT,416007
416007,416016
416016,416017
416016,416019
416007,416018
416018,416029
416018,416038
416018,416047
416007,416051
416051,416059
416051,416064
416051,416065
416007,416008
416008,416009
416008,416010
416008,416011
416007,416012
416012,416013
416012,416014
416012,416015
416007,416020
416007,416021
KROT,416053
416053,416054
416053,416055
KROT,416049
416049,416050
416049,416052
KROT,416060
KROT,416061
KROT,416046
KROT,416048
KROT,416035
KROT,416056
416056,416057
416056,416058
KROT,416022
416022,416023
416022,416024
416022,416025
KROT,416026
416026,416027
416026,416028
416026,416030
KROT,416037
KROT,416031
416031,416032
416031,416033
416031,416034
KROT,416039
KROT,416040
KROT,416045
KROT,416041
KROT,416042
KROT,416043
KROT,416044
KROT,416062
KROT,416036
KROT,416063
NPEL,333118
333118,333119
333118,333120
333118,333121
333118,333122
333118,333123
NPEL,333125
NPEL,333124
NPEL,333126
DXTG,122730
122730,122736
122730,122737
122730,122738
DXTG,122731
DXTG,122732
DXTG,122739
DXTG,122734
DXTG,122733
DXTG,122735
PTPA,334787
334787,334788
334788,334789
334788,334790
334787,334791
334787,334792
334787,334793
334793,334794
334793,334795
334787,334796
334796,334797
334796,334798
334787,334799
PTPA,334801
PTPA,334800
PTPA,334802
PNOR,69935
69935,69936
69936,69937
69937,69938
69937,69939
69937,69940
69936,69966
69936,69967
69967,69969
69967,69968
69967,69970
69967,69971
69967,69972
69967,69973
69967,69974
69936,69941
69941,69942
69941,69943
69941,69944
69936,69945
69945,69946
69945,69947
69945,69948
69936,69949
69949,69950
69949,69951
69949,69952
69936,69953
69953,69954
69953,69955
69953,69956
69936,69957
69957,69958
69957,69959
69957,69960
69936,69961
69936,69962
69936,69963
69936,69964
69936,69965
69936,69975
69936,69976
69936,69977
69936,69978
69935,69979
69935,69980
PNOR,69982
PNOR,69981
PNOR,69983
QVUM,413700
413700,413701
413700,413702
QVUM,413703
QVUM,413704
QVUM,413705
AELP,400995
400995,400997
400995,400998
400998,401000
401000,401004
401004,401007
401007,401012
401012,401017
401012,401016
401012,401014
401012,401015
401012,401013
401007,401009
401009,401018
401009,401019
401009,401020
401009,401010
401009,401011
401007,401008
401004,401006
401004,401005
401000,401003
401000,401001
400998,401002
400998,400999
400995,400996
AELP,400993
AELP,400992
AELP,400994
AESL,413555
413555,413556
413556,413557
413557,413559
413559,413561
413561,413564
413564,413565
413564,413566
413564,413567
413564,413568
413564,413569
413561,413563
413561,413562
413561,413570
413561,413571
413559,413560
413559,413572
413557,413558
413557,413573
413556,413574
413555,413575
413555,413576
AESL,413578
AESL,413577
AESL,413579
GETI,409933
409933,409934
409934,409935
409935,409936
409936,409938
409938,409945
409945,409949
409949,409950
409949,409951
409949,409952
409949,409953
409949,409954
409945,409948
409945,409947
409945,409946
409945,409955
409938,409939
409939,409940
409939,409941
409939,409942
409939,409943
409939,409944
409938,409956
409936,409937
409936,409957
409935,409958
409935,409959
409934,409960
409934,409961
409933,409962
409933,409963
GETI,409931
GETI,409932
GETI,409965
GETI,409964
GETI,409966
AFLU,408171
408171,408200
408200,408201
408201,408213
408213,408214
408213,408215
408201,408233
408233,408234
408233,408235
408201,408239
408239,408240
408239,408241
408201,408210
408210,408211
408210,408212
408201,408202
408202,408203
408203,408204
408204,408205
408204,408206
408204,408207
408203,408208
408202,408209
408201,408245
408245,408246
408245,408247
408201,408216
408216,408217
408217,408218
408217,408219
408216,408220
408220,408221
408220,408222
408216,408228
408228,408229
408228,408230
408216,408224
408216,408223
408216,408225
408225,408226
408225,408227
408216,408231
408216,408232
408201,408236
408236,408237
408236,408238
408201,408242
408242,408243
408242,408244
408201,408248
408201,408249
408200,408250
408171,408251
408251,408252
408252,408253
408252,408254
408251,408255
408171,408172
408172,408173
408172,408174
408171,408175
408175,408176
408176,408177
408177,408178
408177,408179
408176,408189
408189,408190
408189,408191
408176,408180
408180,408181
408180,408182
408176,408186
408186,408187
408186,408188
408176,408183
408183,408184
408183,408185
408176,408192
408192,408193
408193,408194
408193,408195
408192,408196
408176,408197
408176,408198
408175,408199
408171,408256
408171,408257
AFLU,408165
408165,408166
408165,408167
AFLU,408168
408168,408169
408168,408170
AFLU,408259
AFLU,408258
AFLU,408260
AFLT,407402
407402,407403
407403,407404
407404,407428
407428,407429
407428,407430
407404,407413
407413,407414
407414,407415
407414,407416
407413,407417
407404,407410
407410,407411
407410,407412
407404,407405
407405,407406
407406,407407
407406,407408
407405,407409
407404,407451
407451,407452
407452,407453
407453,407454
407454,407455
407454,407456
407453,407457
407453,407458
407452,407459
407451,407460
407404,407423
407423,407424
407424,407425
407424,407426
407423,407427
407404,407434
407434,407435
407435,407436
407435,407437
407434,407438
407438,407439
407438,407440
407434,407446
407446,407447
407446,407448
407434,407442
407434,407441
407434,407443
407443,407444
407443,407445
407434,407449
407434,407450
407404,407431
407431,407432
407431,407433
407404,407418
407418,407419
407419,407420
407419,407421
407418,407422
407404,407461
407404,407462
407403,407463
407402,407489
407489,407490
407490,407491
407490,407492
407489,407493
407402,407494
407494,407495
407494,407496
407402,407464
407464,407465
407465,407466
407466,407467
407466,407468
407465,407481
407481,407482
407482,407483
407482,407484
407481,407485
407465,407469
407469,407470
407469,407471
407465,407475
407475,407476
407475,407477
407465,407472
407472,407473
407472,407474
407465,407478
407478,407479
407478,407480
407465,407486
407465,407487
407464,407488
407402,407497
407402,407498
AFLT,407499
407499,407500
407499,407501
AFLT,407502
407502,407503
407502,407504
AFLT,407506
AFLT,407505
AFLT,407507
ALUP,405370
405370,405371
405371,405372
405372,405379
405379,405380
405380,405348
405380,405381
405380,405382
405380,405349
405380,405350
405379,405351
405379,405352
405379,405353
405379,405354
405379,405355
405372,405373
405373,405374
405373,405375
405373,405376
405373,405377
405373,405378
405372,405356
405372,405357
405371,405358
405371,405359
405371,405360
405370,405361
405370,405362
ALUP,405363
405363,405364
405364,405365
405364,405366
405363,405367
ALUP,405368
ALUP,405369
CBEE,396935
396935,396939
396939,396940
396940,396941
396940,396942
396939,396944
396939,396946
396939,396945
396939,396943
396939,396947
396939,396948
396935,396949
396949,396950
396950,396951
396950,396952
396949,396953
396935,396936
396936,396937
396936,396938
396935,396954
396954,396955
396954,396956
396935,396960
396960,396961
396960,396962
396935,396957
396957,396958
396957,396959
396935,396963
396935,396964
396935,396965
CBEE,396996
396996,396997
396997,396998
396997,396999
396996,397000
CBEE,396971
396971,396972
396972,396973
396973,396974
396974,396975
396975,396976
396976,396977
396976,396978
396975,396979
396979,396980
396979,396981
396975,396982
396975,396983
396974,396984
396973,396985
396973,396986
396972,396987
396971,396988
396971,396989
CBEE,396990
396990,396991
396991,396992
396991,396993
396990,396994
396990,396995
CBEE,396966
396966,396967
396967,396968
396967,396969
396966,396970
CBEE,397002
CBEE,397001
CBEE,397003
AMPI,317036
317036,317037
317037,317038
317038,317039
317038,317040
317037,317041
317037,317042
317036,317046
317046,317047
317047,317048
317047,317049
317046,317050
317036,317043
317043,317044
317043,317045
317036,317051
317036,317052
AMPI,317087
317087,317088
317088,317089
317088,317090
317087,317091
AMPI,317053
317053,317060
317060,317061
317061,317062
317062,317063
317063,317067
317067,317068
317067,317069
317063,317064
317064,317065
317064,317066
317063,317070
317063,317071
317062,317072
317061,317073
317061,317074
317060,317075
317053,317076
317076,317077
317076,317078
317053,317054
317054,317055
317055,317056
317055,317057
317054,317058
317054,317059
317053,317079
317053,317080
AMPI,317081
317081,317082
317082,317083
317082,317084
317081,317085
317081,317086
AMPI,317092
317092,317093
317093,317094
317093,317095
317092,317096
AMPI,317098
AMPI,317097
AMPI,317099
BESA,311897
311897,311898
311897,311899
BESA,311836
311836,311837
311837,311874
311874,311875
311874,311876
311837,311838
311838,311839
311839,311840
311840,311841
311840,311842
311839,311843
311839,311844
311838,311845
311845,311846
311846,311847
311846,311848
311845,311849
311838,311850
311850,311851
311851,311855
311855,311856
311855,311857
311851,311852
311852,311853
311852,311854
311851,311858
311858,311859
311858,311860
311851,311861
311861,311862
311861,311863
311851,311864
311864,311865
311864,311866
311851,311867
311867,311868
311867,311869
311851,311870
311850,311871
311838,311872
311838,311873
311837,311889
311837,311877
311877,311878
311878,311879
311879,311880
311879,311881
311878,311883
311878,311882
311878,311884
311877,311885
311837,311886
311886,311887
311886,311888
311837,311890
311836,311891
BESA,311905
311905,311906
311906,311907
311907,311908
311908,311830
311908,311909
311908,311910
311908,311911
311908,311831
311907,311832
311907,311833
311906,311834
311905,311835
BESA,311900
311900,311901
311901,311902
311901,311903
311900,311904
BESA,311892
311892,311893
311892,311894
BESA,311895
BESA,311896
BNPA,338254
338254,338255
338255,338256
338256,338257
338256,338258
338255,338259
338254,338261
338254,338260
338254,338262
338254,338263
BNPA,338265
BNPA,338264
BNPA,338266
CEBR,418460
418460,418461
418460,418462
CEBR,418458
CEBR,418457
CEBR,418459
CEED,384778
384778,384779
384779,384780
384779,384781
384778,384782
CEED,384783
384783,384784
384784,384785
384784,384786
384783,384787
384787,384788
384788,384789
384789,384790
384789,384791
384788,384792
384787,384793
384783,384794
384794,384795
384795,384796
384795,384797
384794,384798
384794,384799
384783,384800
384783,384801
CEED,384803
CEED,384802
CEED,384804
EEEL,384740
384740,384741
384741,384742
384741,384743
384740,384744
EEEL,384745
384745,384746
384746,384747
384746,384748
384745,384749
384749,384750
384750,384751
384751,384752
384751,384753
384750,384754
384749,384755
384745,384756
384756,384757
384757,384758
384757,384759
384756,384760
384756,384761
384745,384762
384745,384763
EEEL,384765
EEEL,384764
EEEL,384766
CLSC,410802
410802,410803
410802,410804
CLSC,410805
CLSC,410797
CLSC,410798
CLSC,410799
CLSC,410800
CLSC,410801
CLSC,410806
CLSC,410808
CLSC,410807
CLSC,410809
GPAR,404925
GPAR,404926
CELP,332641
332641,332642
332642,332645
332645,332646
332646,332648
332646,332649
332646,332647
332646,332650
332646,332651
332645,332652
332645,332653
332645,332654
332642,332644
332642,332643
332642,332655
332642,332656
332641,332657
332641,332658
CELP,332640
CELP,332618
332618,332619
332619,332620
332620,332621
332620,332630
332620,332622
332622,332623
332622,332624
332624,332625
332624,332626
332624,332627
332622,332628
332622,332629
332620,332631
332620,332632
332619,332633
332619,332634
332619,332635
332618,332636
332618,332637
332618,332638
332618,332639
CELP,332660
CELP,332659
CELP,332661
CEPE,398386
398386,398420
398420,398421
398421,398422
398422,398423
398422,398424
398421,398457
398457,398458
398457,398459
398421,398454
398454,398455
398454,398456
398421,398451
398451,398452
398451,398453
398421,398443
398443,398444
398444,398445
398445,398446
398445,398447
398445,398448
398444,398449
398443,398450
398421,398431
398431,398432
398431,398433
398421,398434
398434,398435
398434,398436
398434,398440
398434,398438
398434,398437
398434,398439
398434,398441
398434,398442
398421,398425
398425,398426
398425,398427
398421,398428
398428,398429
398428,398430
398421,398460
398421,398461
398420,398462
398386,398415
398415,398416
398416,398417
398416,398418
398415,398419
398386,398387
398387,398388
398387,398389
398386,398390
398390,398391
398391,398392
398392,398393
398392,398394
398391,398401
398401,398402
398401,398403
398391,398395
398395,398396
398395,398397
398391,398409
398409,398410
398409,398411
398391,398398
398398,398399
398398,398400
398391,398404
398404,398405
398405,398406
398405,398407
398404,398408
398391,398412
398391,398413
398390,398414
398386,398463
398386,398464
CEPE,398381
CEPE,398382
CEPE,398377
CEPE,398378
CEPE,398379
CEPE,398380
CEPE,398383
CEPE,398384
CEPE,398385
CEPE,398466
CEPE,398465
CEPE,398467
ENMA,362353
362353,362356
362356,362357
362357,362358
362358,362359
362358,362360
362358,362361
362358,362362
362357,362363
362356,362364
362353,362354
362353,362355
362353,362365
362353,362366
ENMA,362352
ENMA,362368
ENMA,362367
ENMA,362369
CMGR,403340
403340,403341
403341,403342
403342,403343
403342,403349
403349,403350
403349,403351
403349,403352
403342,403344
403344,403345
403344,403346
403344,403347
403344,403348
403342,403353
403342,403354
403341,403355
403341,403356
403340,403357
403340,403358
403340,403359
403340,403360
CMGR,403361
CMGR,403362
CMGR,403364
CMGR,403363
CMGR,403365
CMIG,394681
394681,394682
394681,394683
CMIG,394684
394684,394685
394684,394686
CMIG,394687
394687,394688
394687,394689
CMIG,394691
CMIG,394690
CMIG,394692
CESP,409827
409827,409828
409827,409829
CESP,409818
409818,409819
409818,409820
CESP,409821
409821,409822
409821,409823
CESP,409824
409824,409825
409824,409826
CESP,409830
409830,409831
409830,409832
CESP,409836
409836,409837
409836,409838
CESP,409834
CESP,409833
CESP,409835
CEEB,398100
398100,398134
398134,398135
398135,398148
398148,398149
398148,398150
398135,398142
398142,398143
398142,398144
398135,398136
398136,398137
398136,398138
398135,398154
398154,398155
398154,398156
398135,398139
398139,398140
398139,398141
398135,398166
398166,398167
398166,398168
398135,398157
398157,398158
398157,398159
398157,398163
398157,398160
398157,398161
398157,398162
398157,398164
398157,398165
398135,398151
398151,398152
398151,398153
398135,398145
398145,398146
398145,398147
398135,398169
398135,398170
398134,398171
398100,398129
398129,398130
398130,398131
398130,398132
398129,398133
398100,398101
398101,398102
398101,398103
398100,398104
398104,398105
398105,398106
398106,398107
398106,398108
398105,398118
398118,398119
398118,398120
398105,398109
398109,398110
398109,398111
398105,398115
398115,398116
398115,398117
398105,398112
398112,398113
398112,398114
398105,398121
398121,398122
398122,398123
398122,398124
398121,398125
398105,398126
398105,398127
398104,398128
398100,398172
398100,398173
CEEB,398059
398059,398060
398060,398067
398067,398068
398067,398069
398060,398061
398061,398062
398061,398063
398060,398073
398073,398074
398073,398075
398060,398076
398076,398077
398076,398078
398060,398079
398079,398080
398079,398081
398060,398082
398082,398083
398082,398084
398060,398085
398085,398088
398085,398089
398085,398086
398085,398087
398085,398090
398085,398091
398085,398092
398085,398093
398060,398070
398070,398071
398070,398072
398060,398064
398064,398065
398064,398066
398060,398094
398060,398095
