Nome,Classe,CNPJ,Pais Sede,Ativo /|Cancelado,ID da|empresa,Setor NAICS|ult disponiv,Setor|Economática,Tipo de Ativo,Bolsa,Código,ISIN,Meses|do ult balanco|no exercício|consolid:sim*,Ativo Tot|do ult balanco|em moeda orig|consolid:sim*,Patrim Liq|do ult balanco|em moeda orig|consolid:sim*,Receita|do ult balanco|em moeda orig|no exercício|consolid:sim*,Lucro Bruto|do ult balanco|em moeda orig|no exercício|consolid:sim*,Lucro Liq|do ult balanco|em moeda orig|no exercício|consolid:sim*,Moeda dos|Balanços,Qtd Ações|Outstanding|da classe|05Set12,LPA|do ult balanco|em moeda orig|de 12 meses|consolid:sim*|ajust p/ prov,VPA|do ult balanco|em moeda orig|consolid:sim*|ajust p/ prov,Vendas/Acao|do ult balanco|em moeda orig|de 12 meses|consolid:sim*|ajust p/ prov,Divid por Ação|05Set12|1 anos|em moeda orig,Div Yld (fim)|05Set12|no Ano|em moeda orig,Div Yld (inic)|05Set12|1 anos|em moeda orig,PrinAcion|+Recente|1.Maior|Sem Voto,AcPossuid|+Recente|1.Maior|Sem Voto,PrinAcion|+Recente|2.Maior|Sem Voto,AcPossuid|+Recente|2.Maior|Sem Voto,PrinAcion|31/12/2011|3.Maior|Sem Voto,AcPossuid|+Recente|3.Maior|Sem Voto,PrinAcion|+Recente|4.Maior|Sem Voto,AcPossuid|+Recente|4.Maior|Sem Voto,PrinAcion|+Recente|5.Maior|Sem Voto,AcPossuid|+Recente|5.Maior|Sem Voto,PrinAcion|+Recente|6.Maior|Sem Voto,AcPossuid|+Recente|6.Maior|Sem Voto,PrinAcion|+Recente|7.Maior|Sem Voto,AcPossuid|+Recente|7.Maior|Sem Voto,PrinAcion|+Recente|8.Maior|Sem Voto,AcPossuid|+Recente|8.Maior|Sem Voto,PrinAcion|+Recente|9.Maior|Sem Voto,AcPossuid|+Recente|9.Maior|Sem Voto,PrinAcion|+Recente|10.Maior|Sem Voto,AcPossuid|+Recente|10.Maior|Sem Voto,PrinAcion|+Recente|1.Maior|Com Voto,AcPossuid|+Recente|1.Maior|Com Voto,PrinAcion|+Recente|2.Maior|Com Voto,AcPossuid|+Recente|2.Maior|Com Voto,PrinAcion|+Recente|3.Maior|Com Voto,AcPossuid|+Recente|3.Maior|Com Voto,PrinAcion|+Recente|4.Maior|Com Voto,AcPossuid|+Recente|4.Maior|Com Voto,PrinAcion|+Recente|5.Maior|Com Voto,AcPossuid|+Recente|5.Maior|Com Voto,PrinAcion|+Recente|6.Maior|Com Voto,AcPossuid|+Recente|6.Maior|Com Voto,PrinAcion|+Recente|7.Maior|Com Voto,AcPossuid|+Recente|7.Maior|Com Voto,PrinAcion|+Recente|8.Maior|Com Voto,AcPossuid|+Recente|8.Maior|Com Voto,PrinAcion|+Recente|9.Maior|Com Voto,AcPossuid|+Recente|9.Maior|Com Voto,PrinAcion|+Recente|10.Maior|Com Voto,AcPossuid|+Recente|10.Maior|Com Voto
Sierrabrasil,ON,5878397000132,BR,ativo,2235,Locadora de imóveis,Outros,Ação,Bovespa,SSBR3,BRSSBRACNOR1,6,3906029000,2061025000,121895000,100912000,128106000,Real,76423831,3.1068319514,26.968354936,3.1164493704,0.32,1.0,1.3,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sierra Brazil 1 B.V.,50933104,BNY Mellon ARX Investimentos Ltda,4178976,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sifco,PN,60499605000109,BR,cancelado,1074,Indústria de autopeças,Veiculos e peças,Ação,Bovespa,SIFC4,-,9,218102000,42118000,228326000,47930000,24407000,Real,100679710000,0.00019487292478,0.00027889101654,0.0018626734287,0,-,-,Metalurgica de Tubos de Precisao Lt,100266548000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Metalurgica de Tubos de Precisao Lt,50320761000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SLC Agricola,ON,89096457000155,BR,ativo,2074,Agricultura,Agro e Pesca,Ação,Bovespa,SLCE3,BRSLCEACNOR2,6,3681925000,1854043000,551599000,107574000,-12113000,Real,97871915,0.052792725884,18.943565169,11.788306349,0.63439,2.9,3.9,-,0,-,0,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,SLC Participacoes S/A,28948584,Evaux Participacoes S/A,21520787,Credit Suisse Hedging Griffo Asset Management S.A.,4879900,"Blackrock, Inc",4692600,Acoes em Tesouraria,1025585,-,-,-,-,-,-,-,-,-,-
Sofisa,ON,60889128000180,BR,ativo,2068,Instituição de intermediacao de crédito (não receptora de depósitos),Finanças e Seguros,Ação,Bovespa,SFSA3,BRSFSAACNOR8,6,4439493000,768760000,-,-,15664000,Real,97140150,0.28847001063,5.5809393339,-,0.14519328,-,-,Hilda Diruhy Burmaian,10382644,Ricardo Burmaian,9322816,Alexandre Burmaian,2551616,Valeria Burmaian Kissajikian,2210615,Claudia Regina Burmaian Loeb,2172315,-,-,-,-,-,-,-,-,-,-,Hilda Diruhy Burmaian,80900690,Alexandre Burmaian,8119054,Valeria Burmaian Kissajikian,4059303,Claudia Regina Burmaian Loeb,4059303,-,0,-,-,-,-,-,-,-,-,-,-
Sofisa,PN,60889128000180,BR,ativo,2068,Instituição de intermediacao de crédito (não receptora de depósitos),Finanças e Seguros,Ação,Bovespa,SFSA4,BRSFSAACNPR5,6,4439493000,768760000,-,-,15664000,Real,40607271,0.28847001063,5.5809393339,-,0.14519328,3.8,4.5,Hilda Diruhy Burmaian,10382644,Ricardo Burmaian,9322816,Alexandre Burmaian,2551616,Valeria Burmaian Kissajikian,2210615,Claudia Regina Burmaian Loeb,2172315,-,-,-,-,-,-,-,-,-,-,Hilda Diruhy Burmaian,80900690,Alexandre Burmaian,8119054,Valeria Burmaian Kissajikian,4059303,Claudia Regina Burmaian Loeb,4059303,-,0,-,-,-,-,-,-,-,-,-,-
Sola,PN,32286411000181,BR,cancelado,1471,Abatedouros,Alimentos e Beb,Ação,Bovespa,SLAL4,-,9,171376000,8630000,57112000,7117000,-8423000,Real,510000000000,-0.0010097777777,0.00023972222222,0.0020093888889,0,-,-,C Sola Particip Representacao S/A,385233333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,C Sola Particip Representacao S/A,502408874020,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sole Comex,ON,-,BR,cancelado,1600,Loja de utensílios eletrônicos,Comércio,Ação,Bovespa,SLBR3,-,6,3989000,173000,156000,22000,-193000,Real,973000,-0.067378814772,0.086978381096,0.76429700339,0,-,-,Off Limits Prestadora de Servs. Ltd,993538,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Off Limits Prestadora de Servs. Ltd,967215,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sole Comex,PN,-,BR,cancelado,1600,Loja de utensílios eletrônicos,Comércio,Ação,Bovespa,SLBR4,-,6,3989000,173000,156000,22000,-193000,Real,1016000,-0.067378814772,0.086978381096,0.76429700339,0,-,-,Off Limits Prestadora de Servs. Ltd,993538,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Off Limits Prestadora de Servs. Ltd,967215,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sondotecnica,ON,33386210000119,BR,ativo,1088,"Consultoria administrativa, científica e técnica",Outros,Ação,Bovespa,SOND3,BRSONDACNOR5,6,94437000,67443000,54184000,12190000,1434000,Real,856000,2.0858421481,27.438161107,49.502034174,2.0365270219,-,-,Jaime Rotstein,508000000,Lully Administracao e Part. Ltda,198665000,Acoes em Tesouraria,110100000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Jaime Rotstein,832000000,Lully Administracao e Part. Ltda,3255000,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sondotecnica,PNA,33386210000119,BR,ativo,1088,"Consultoria administrativa, científica e técnica",Outros,Ação,Bovespa,SOND5,BRSONDACNPA8,6,94437000,67443000,54184000,12190000,1434000,Real,801000,2.0858421481,27.438161107,49.502034174,2.240179724,0.0,5.7,Jaime Rotstein,508000000,Lully Administracao e Part. Ltda,198665000,Acoes em Tesouraria,110100000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Jaime Rotstein,832000000,Lully Administracao e Part. Ltda,3255000,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sondotecnica,PNB,33386210000119,BR,ativo,1088,"Consultoria administrativa, científica e técnica",Outros,Ação,Bovespa,SOND6,BRSONDACNPB6,6,94437000,67443000,54184000,12190000,1434000,Real,801000,2.0858421481,27.438161107,49.502034174,2.240179724,0.0,5.6,Jaime Rotstein,508000000,Lully Administracao e Part. Ltda,198665000,Acoes em Tesouraria,110100000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Jaime Rotstein,832000000,Lully Administracao e Part. Ltda,3255000,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Souto Vidig,ON,60688256000165,BR,cancelado,954,Administração de empresas e empreendimentos,Outros,Ação,Bovespa,PVLT3,-,9,468483000,337124000,0,0,13633000,Real,564181000,-0.055756929071,0.59754582306,0,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Geb Vidigal S/A,484788000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Souza Cruz,ON,33009911000139,BR,ativo,405,Indústria de fumo,Outros,Ação,Bovespa,CRUZ3,BRCRUZACNOR0,6,5754783000,2280356000,2984007000,1993476000,841935000,Real,1528451000,1.0867741262,1.4919392247,3.8310498668,0.950854,3.4,5.0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,British American Tobacco International (Holdings) BV,1150381890,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Spel Empreendim,ON,-,BR,cancelado,1781,Construção de edifícios residenciais,Construção,Ação,Bovespa,SPEL3,-,9,58029000,48777000,0,0,3220000,Real,62583,12.755917066,283.57072263,0,0,-,-,Emerging Markets Capital Inv. Llc,103908,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Emerging Markets Capital Inv. Llc,51179,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Spel Empreendim,PNA,-,BR,cancelado,1781,Construção de edifícios residenciais,Construção,Ação,Bovespa,SPEL5,-,9,58029000,48777000,0,0,3220000,Real,103908,12.755917066,283.57072263,0,0,-,-,Emerging Markets Capital Inv. Llc,103908,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Emerging Markets Capital Inv. Llc,51179,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Springer,ON,92929520000100,BR,ativo,1096,Indústria de eletrodomésticos,Eletroeletrônicos,Ação,Bovespa,SPRI3,BRSPRIACNOR2,6,177647000,128174000,59340000,5833000,-783000,Real,94450000,0.36301600598,1.0134655376,0.60519799389,0.102145,26.2,16.0,Otamar Empreend Imobil Partic Ltda,12430320,Psbb Administracao e Part. Ltda,4240580,Afam Empreend. e Neg. Com. Ltda,3981960,Walter Sacca,612240,Rogerio Pinto Coelho Amato,535280,Mario Amato,163000,-,0,-,-,-,-,-,-,Otamar Empreend Imobil Partic Ltda,46344280,Afam Empreend. e Neg. Com. Ltda,25118030,Psbb Administracao e Part. Ltda,9503220,Rogerio Pinto Coelho Amato,3081240,Riomar Coml e Administradora,2052080,Walter Sacca,76710,Mario Amato,21180,-,-,-,-,-,-
Springer,PNA,92929520000100,BR,ativo,1096,Indústria de eletrodomésticos,Eletroeletrônicos,Ação,Bovespa,SPRI5,BRSPRIACNPA5,6,177647000,128174000,59340000,5833000,-783000,Real,25620800,0.36301600598,1.0134655376,0.60519799389,0.102145,25.5,18.2,Otamar Empreend Imobil Partic Ltda,12430320,Psbb Administracao e Part. Ltda,4240580,Afam Empreend. e Neg. Com. Ltda,3981960,Walter Sacca,612240,Rogerio Pinto Coelho Amato,535280,Mario Amato,163000,-,0,-,-,-,-,-,-,Otamar Empreend Imobil Partic Ltda,46344280,Afam Empreend. e Neg. Com. Ltda,25118030,Psbb Administracao e Part. Ltda,9503220,Rogerio Pinto Coelho Amato,3081240,Riomar Coml e Administradora,2052080,Walter Sacca,76710,Mario Amato,21180,-,-,-,-,-,-
Springer,PNB,92929520000100,BR,ativo,1096,Indústria de eletrodomésticos,Eletroeletrônicos,Ação,Bovespa,SPRI6,BRSPRIACNPB3,6,177647000,128174000,59340000,5833000,-783000,Real,6400200,0.36301600598,1.0134655376,0.60519799389,0.114857,28.0,20.5,Otamar Empreend Imobil Partic Ltda,12430320,Psbb Administracao e Part. Ltda,4240580,Afam Empreend. e Neg. Com. Ltda,3981960,Walter Sacca,612240,Rogerio Pinto Coelho Amato,535280,Mario Amato,163000,-,0,-,-,-,-,-,-,Otamar Empreend Imobil Partic Ltda,46344280,Afam Empreend. e Neg. Com. Ltda,25118030,Psbb Administracao e Part. Ltda,9503220,Rogerio Pinto Coelho Amato,3081240,Riomar Coml e Administradora,2052080,Walter Sacca,76710,Mario Amato,21180,-,-,-,-,-,-
Springs,ON,7718269000157,BR,ativo,2096,Indústria de roupas de tecido,Textil,Ação,Bovespa,SGPS3,BRSGPSACNOR4,6,2558284000,1298382000,761247000,188968000,-55794000,Real,199999576,-2.2073491328,9.038699033,8.6946796469,0,0.0,0.0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Cia Tecidos Norte Minas Coteminas,123024923,Leblon Equities Gestao de Recursos Ltda.,29948308,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Spscs Industrial,PN,59290239000196,BR,cancelado,195,Indústria de carrocerias e trailers,Veiculos e peças,Ação,Bovespa,BFCV4,-,12,13954000,-35001000,350000,350000,-8965000,Real,50600000,-0.11811594202,-0.46114624506,0.0046113306983,0,-,-,Samadhi Partic. e Administracao Ltda.,9440000,Thich Cao,8445000,Paulo Isao Kobata,6100000,Trilogia S/A Part. e Neg.,5312000,Fundacao Brasinca,4664000,Udo Sperb,2797000,Thais T.M. Moura,1156000,Gil Moura Neto,578000,Gladys M F de Oliveira,578000,Fundacao Gil P Moura,200000,Samadhi Partic. e Administracao Ltda.,8927000,Thais T.M. Moura,5399000,Gil Moura Neto,3615000,Gladys M F de Oliveira,3495000,Fundacao Brasinca,877000,Fundacao Gil P Moura,872000,-,0,-,0,-,0,-,0
SPturis,ON,62002886000160,BR,ativo,941,Outros serviços de apoio,Outros,Ação,Bovespa,AHEB3,BRAHEBACNOR0,6,272507000,60469000,90263000,90263000,-9123000,Real,4455000,-2.6523167668,13.281133318,47.779384736,0,-,-,Acoes em Tesouraria,19548,Pmsp Prefeitura Mun Sao Paulo,16666,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Pmsp Prefeitura Mun Sao Paulo,3960603,Acoes em Tesouraria,5206,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SPturis,PNA,62002886000160,BR,ativo,941,Outros serviços de apoio,Outros,Ação,Bovespa,AHEB5,BRAHEBACNPA3,6,272507000,60469000,90263000,90263000,-9123000,Real,32822,-2.6523167668,13.281133318,47.779384736,0,-,-,Acoes em Tesouraria,19548,Pmsp Prefeitura Mun Sao Paulo,16666,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Pmsp Prefeitura Mun Sao Paulo,3960603,Acoes em Tesouraria,5206,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SPturis,PNB,62002886000160,BR,ativo,941,Outros serviços de apoio,Outros,Ação,Bovespa,AHEB6,BRAHEBACNPB1,6,272507000,60469000,90263000,90263000,-9123000,Real,65178,-2.6523167668,13.281133318,47.779384736,0,-,-,Acoes em Tesouraria,19548,Pmsp Prefeitura Mun Sao Paulo,16666,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Pmsp Prefeitura Mun Sao Paulo,3960603,Acoes em Tesouraria,5206,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Starbucks,Com,-,US,ativo,829224,Restaurante de auto atendimento,Outros,"ADR,etc (emp estrang)",Bovespa,SBUB11B,BRSBUBBDR005,-,-,-,-,-,-,Dollar US,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Submarino,ON,-,BR,cancelado,1968,Vendas por correio ou meio eletrônico,Comércio,Ação,Bovespa,SUBA3,-,9,656570000,530396000,411615000,115891000,59233000,Real,52978978,-,10.321936304,-,0,-,-,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Janus Capital Management Llc,4777726,Fidelity Management & Research Co,2902200,Natexis Banques Populaires,2628700,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sudameris,ON,60942638000173,BR,cancelado,142,Bancos,Finanças e Seguros,Ação,Bovespa,BFIT3,-,3,15006866000,1849415000,-,-,42800000,Real,3796505000,0.052995835332,0.47536032144,-,0,-,-,Banco ABN Amro Real S/A,94049089000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Banco ABN Amro Real S/A,3796504857000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sudameris,PN,60942638000173,BR,cancelado,142,Bancos,Finanças e Seguros,Ação,Bovespa,BFIT4,-,3,15006866000,1849415000,-,-,42800000,Real,94049000,0.052995835332,0.47536032144,-,0,-,-,Banco ABN Amro Real S/A,94049089000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Banco ABN Amro Real S/A,3796504857000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sul Amer Nac,ON,33041062000109,BR,cancelado,1101,Seguradora,Finanças e Seguros,Ação,Bovespa,SASG3,-,12,8659111000,1373512000,-,1414462000,272648000,Real,2044935000,0.13362628699,0.67166535856,-,0,-,-,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Saepar Servicos e Participacoes S.A,1497466000,Sul America S.A.,485913000,Acoes em Tesouraria,596000,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sul America,ON,29978814000187,BR,ativo,2112,Seguradora,Finanças e Seguros,Ação,Bovespa,SULA3,BRSULAACNOR2,6,14100392000,3084571000,4984441000,1070127000,116388000,Real,469544812,0.51130466143,3.6523030288,11.411169303,0.26221277724,-,-,Ing Insurance International BV,121241693,Isabelle Rose Marie de Segur Lamoignon,9296354,Sophie Marie Antoinette de Segur,9290914,Acoes em Tesouraria,9124416,Christiane Claude de Larragoiti Lucas,6603453,Chantal de Larragoiti Lucas,6599652,Patrick Antonio Claude de Larragoiti Lucas,6580665,-,0,-,-,-,-,Sulasapar Participacoes S/A,281899445,Ing Insurance International BV,60620845,Isabelle Rose Marie de Segur Lamoignon,4648177,Sophie Marie Antoinette de Segur,4645457,Acoes em Tesouraria,4562208,Christiane Claude de Larragoiti Lucas,3301725,Chantal de Larragoiti Lucas,3299826,Patrick Antonio Claude de Larragoiti Lucas,3290331,-,-,-,-
Sul America,PN,29978814000187,BR,ativo,2112,Seguradora,Finanças e Seguros,Ação,Bovespa,SULA4,BRSULAACNPR9,6,14100392000,3084571000,4984441000,1070127000,116388000,Real,375010247,0.51130466143,3.6523030288,11.411169303,0.26221277724,-,-,Ing Insurance International BV,121241693,Isabelle Rose Marie de Segur Lamoignon,9296354,Sophie Marie Antoinette de Segur,9290914,Acoes em Tesouraria,9124416,Christiane Claude de Larragoiti Lucas,6603453,Chantal de Larragoiti Lucas,6599652,Patrick Antonio Claude de Larragoiti Lucas,6580665,-,0,-,-,-,-,Sulasapar Participacoes S/A,281899445,Ing Insurance International BV,60620845,Isabelle Rose Marie de Segur Lamoignon,4648177,Sophie Marie Antoinette de Segur,4645457,Acoes em Tesouraria,4562208,Christiane Claude de Larragoiti Lucas,3301725,Chantal de Larragoiti Lucas,3299826,Patrick Antonio Claude de Larragoiti Lucas,3290331,-,-,-,-
Sul America,UNT N2,29978814000187,BR,ativo,2112,Seguradora,Finanças e Seguros,Ação,Bovespa,SULA11,BRSULACDAM12,6,14100392000,3084571000,4984441000,1070127000,116388000,Real,0,0.51130466143,3.6523030288,11.411169303,0.26221277724,3.5,4.8,Ing Insurance International BV,121241693,Isabelle Rose Marie de Segur Lamoignon,9296354,Sophie Marie Antoinette de Segur,9290914,Acoes em Tesouraria,9124416,Christiane Claude de Larragoiti Lucas,6603453,Chantal de Larragoiti Lucas,6599652,Patrick Antonio Claude de Larragoiti Lucas,6580665,-,0,-,-,-,-,Sulasapar Participacoes S/A,281899445,Ing Insurance International BV,60620845,Isabelle Rose Marie de Segur Lamoignon,4648177,Sophie Marie Antoinette de Segur,4645457,Acoes em Tesouraria,4562208,Christiane Claude de Larragoiti Lucas,3301725,Chantal de Larragoiti Lucas,3299826,Patrick Antonio Claude de Larragoiti Lucas,3290331,-,-,-,-
Sulacap,ON,-,BR,cancelado,1100,Seguradora,Finanças e Seguros,Ação,Bovespa,SLCP3,-,9,596945000,190951000,-,-,19943000,Real,282019000,0.12628227136,0.67708558643,-,0,-,-,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Saspar Participacoes S.A.,200700000,Carmem Roberta Waller,18011000,Huguette River S. L. Laroche,17136000,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sultepa,ON,89723993000133,BR,ativo,1303,"Construção de estradas, ruas, pontes e tuneis",Construção,Ação,Bovespa,SULT3,BRSULTACNOR2,6,932444000,251296000,62377000,462000,-19544000,Real,7490000,-2.0847619048,19.944126984,11.425952381,0,0.0,0.0,Investnorte Cvmc Ltda,1831025,Luiz Sergio Graca de Araujo,937000,-,26190,-,0,-,-,-,-,-,-,-,-,-,-,-,-,Sultepa Participacoes Ltda,4557220,Portella Nunes Participacoes SA,2021420,Investnorte Cvmc Ltda,119000,Luiz Sergio Graca de Araujo,1000,-,-,-,-,-,-,-,-,-,-,-,-
Sultepa,PN,89723993000133,BR,ativo,1303,"Construção de estradas, ruas, pontes e tuneis",Construção,Ação,Bovespa,SULT4,BRSULTACNPR9,6,932444000,251296000,62377000,462000,-19544000,Real,5110000,-2.0847619048,19.944126984,11.425952381,0,0.0,0.0,Investnorte Cvmc Ltda,1831025,Luiz Sergio Graca de Araujo,937000,-,26190,-,0,-,-,-,-,-,-,-,-,-,-,-,-,Sultepa Participacoes Ltda,4557220,Portella Nunes Participacoes SA,2021420,Investnorte Cvmc Ltda,119000,Luiz Sergio Graca de Araujo,1000,-,-,-,-,-,-,-,-,-,-,-,-
Suzano Hold,ON,60651809000105,BR,ativo,906,Administração de empresas e empreendimentos,Outros,Ação,Bovespa,NEMO3,BRNEMOACNOR6,6,23923115000,2833406000,2362430000,457557000,-45976000,Real,53200000,-0.68323432187,22.353758885,38.891324071,0.1898,-,-,Fanny Feffer,19049575,Daniel Feffer,13065032,David Feffer,13064501,Jorge Feffer,13016885,Ruben Feffer,12987254,-,-,-,-,-,-,-,-,-,-,Fanny Feffer,14630000,Daniel Feffer,9642500,David Feffer,9642500,Jorge Feffer,9642500,Ruben Feffer,9642500,-,-,-,-,-,-,-,-,-,-
Suzano Hold,PNA,60651809000105,BR,ativo,906,Administração de empresas e empreendimentos,Outros,Ação,Bovespa,NEMO5,BRNEMOACNPA9,6,23923115000,2833406000,2362430000,457557000,-45976000,Real,51523000,-0.68323432187,22.353758885,38.891324071,0.2088,-,-,Fanny Feffer,19049575,Daniel Feffer,13065032,David Feffer,13064501,Jorge Feffer,13016885,Ruben Feffer,12987254,-,-,-,-,-,-,-,-,-,-,Fanny Feffer,14630000,Daniel Feffer,9642500,David Feffer,9642500,Jorge Feffer,9642500,Ruben Feffer,9642500,-,-,-,-,-,-,-,-,-,-
Suzano Papel,ON,16404287000155,BR,ativo,1398,"Indústria de papel , celulose e papelão",Papel e Celulose,Ação,Bovespa,SUZB3,BRSUZBACNOR0,6,23582446000,10901005000,2360994000,456121000,-192433000,Real,364342394,-1.0225209847,14.43564481,12.291328011,0.22619,-,-,Bndespar - BNDES Participacoes SA,197924818,Outros Integrantes do Controle,77035007,David Feffer,48815984,Daniel Feffer,44151162,Ruben Feffer,42930798,Jorge Feffer,42497581,Acoes em Tesouraria,4154687,Suzano Holding S/A,3262771,Administradores,1641646,-,-,Suzano Holding S/A,354328991,Outros Integrantes do Controle,10003760,Acoes em Tesouraria,6786194,David Feffer,2280,Daniel Feffer,2280,Ruben Feffer,2280,Jorge Feffer,2279,-,0,-,0,-,-
Suzano Papel,PNA,16404287000155,BR,ativo,1398,"Indústria de papel , celulose e papelão",Papel e Celulose,Ação,Bovespa,SUZB5,BRSUZBACNPA3,6,23582446000,10901005000,2360994000,456121000,-192433000,Real,730469444,-1.0225209847,14.43564481,12.291328011,0.24881,0.0,2.8,Bndespar - BNDES Participacoes SA,197924818,Outros Integrantes do Controle,77035007,David Feffer,48815984,Daniel Feffer,44151162,Ruben Feffer,42930798,Jorge Feffer,42497581,Acoes em Tesouraria,4154687,Suzano Holding S/A,3262771,Administradores,1641646,-,-,Suzano Holding S/A,354328991,Outros Integrantes do Controle,10003760,Acoes em Tesouraria,6786194,David Feffer,2280,Daniel Feffer,2280,Ruben Feffer,2280,Jorge Feffer,2279,-,0,-,0,-,-
Suzano Papel,PNB,16404287000155,BR,ativo,1398,"Indústria de papel , celulose e papelão",Papel e Celulose,Ação,Bovespa,SUZB6,BRSUZBACNPB1,6,23582446000,10901005000,2360994000,456121000,-192433000,Real,1925046,-1.0225209847,14.43564481,12.291328011,0.24881,-,-,Bndespar - BNDES Participacoes SA,197924818,Outros Integrantes do Controle,77035007,David Feffer,48815984,Daniel Feffer,44151162,Ruben Feffer,42930798,Jorge Feffer,42497581,Acoes em Tesouraria,4154687,Suzano Holding S/A,3262771,Administradores,1641646,-,-,Suzano Holding S/A,354328991,Outros Integrantes do Controle,10003760,Acoes em Tesouraria,6786194,David Feffer,2280,Daniel Feffer,2280,Ruben Feffer,2280,Jorge Feffer,2279,-,0,-,0,-,-
Sv Engenhar,PN,-,BR,cancelado,1299,Empreiteiro de outros serviços de construção,Construção,Ação,Bovespa,SAD4,-,3,88628000,13080000,18341000,0,-2149000,Real,990000000,0.007761524256,0.0082779466136,0.087392459474,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Taesa,ON,7859971000130,BR,ativo,2025,"Geração, transmissão e distribuição de energia elétrica",Energia Elétrica,Ação,Bovespa,TAEE3,BRTRNAACNOR2,6,7103152000,2207973000,435436000,394744000,169768000,Real,230518000,1.9718746561,8.3794359751,4.2215302525,1.626324854,-,-,Cemig Geracao e Transmissao S.A,51683548,Vinci Equities Gestora de Recursos Ltda,7876600,Claritas Administracao de Recursos Ltda,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Fundo de Investimentos em Participacoes Coliseu - FIP Coliseu,101678120,Cemig Geracao e Transmissao S.A,97690743,Vinci Equities Gestora de Recursos Ltda,3938300,-,-,-,-,-,-,-,-,-,-,-,-,-,-
