Nome,Classe,CNPJ,Pais Sede,Ativo /|Cancelado,ID da|empresa,Setor NAICS|ult disponiv,Setor|Economática,Tipo de Ativo,Bolsa,Código,ISIN,Meses|do ult balanco|no exercício|consolid:sim*,Ativo Tot|do ult balanco|em moeda orig|consolid:sim*,Patrim Liq|do ult balanco|em moeda orig|consolid:sim*,Receita|do ult balanco|em moeda orig|no exercício|consolid:sim*,Lucro Bruto|do ult balanco|em moeda orig|no exercício|consolid:sim*,Lucro Liq|do ult balanco|em moeda orig|no exercício|consolid:sim*,Moeda dos|Balanços,Qtd Ações|Outstanding|da classe|05Set12,LPA|do ult balanco|em moeda orig|de 12 meses|consolid:sim*|ajust p/ prov,VPA|do ult balanco|em moeda orig|consolid:sim*|ajust p/ prov,Vendas/Acao|do ult balanco|em moeda orig|de 12 meses|consolid:sim*|ajust p/ prov,Divid por Ação|05Set12|1 anos|em moeda orig,Div Yld (fim)|05Set12|no Ano|em moeda orig,Div Yld (inic)|05Set12|1 anos|em moeda orig,PrinAcion|+Recente|1.Maior|Sem Voto,AcPossuid|+Recente|1.Maior|Sem Voto,PrinAcion|+Recente|2.Maior|Sem Voto,AcPossuid|+Recente|2.Maior|Sem Voto,PrinAcion|31/12/2011|3.Maior|Sem Voto,AcPossuid|+Recente|3.Maior|Sem Voto,PrinAcion|+Recente|4.Maior|Sem Voto,AcPossuid|+Recente|4.Maior|Sem Voto,PrinAcion|+Recente|5.Maior|Sem Voto,AcPossuid|+Recente|5.Maior|Sem Voto,PrinAcion|+Recente|6.Maior|Sem Voto,AcPossuid|+Recente|6.Maior|Sem Voto,PrinAcion|+Recente|7.Maior|Sem Voto,AcPossuid|+Recente|7.Maior|Sem Voto,PrinAcion|+Recente|8.Maior|Sem Voto,AcPossuid|+Recente|8.Maior|Sem Voto,PrinAcion|+Recente|9.Maior|Sem Voto,AcPossuid|+Recente|9.Maior|Sem Voto,PrinAcion|+Recente|10.Maior|Sem Voto,AcPossuid|+Recente|10.Maior|Sem Voto,PrinAcion|+Recente|1.Maior|Com Voto,AcPossuid|+Recente|1.Maior|Com Voto,PrinAcion|+Recente|2.Maior|Com Voto,AcPossuid|+Recente|2.Maior|Com Voto,PrinAcion|+Recente|3.Maior|Com Voto,AcPossuid|+Recente|3.Maior|Com Voto,PrinAcion|+Recente|4.Maior|Com Voto,AcPossuid|+Recente|4.Maior|Com Voto,PrinAcion|+Recente|5.Maior|Com Voto,AcPossuid|+Recente|5.Maior|Com Voto,PrinAcion|+Recente|6.Maior|Com Voto,AcPossuid|+Recente|6.Maior|Com Voto,PrinAcion|+Recente|7.Maior|Com Voto,AcPossuid|+Recente|7.Maior|Com Voto,PrinAcion|+Recente|8.Maior|Com Voto,AcPossuid|+Recente|8.Maior|Com Voto,PrinAcion|+Recente|9.Maior|Com Voto,AcPossuid|+Recente|9.Maior|Com Voto,PrinAcion|+Recente|10.Maior|Com Voto,AcPossuid|+Recente|10.Maior|Com Voto
Agrenco,ON,8943312000140,OT,ativo,8008,Atividades auxiliares à agricultura,Agro e Pesca,Ação,Bovespa,AGEN11,BRAGENBDR001,12,726249000,-996226000,10805000,107000,-584388000,Real,188217986,-3.2747004845,-5.2929373073,0.060547339669,0,0.0,0.0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Agrenco Holding B.V.,36934173,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Agroceres,PN,56783681000166,BR,cancelado,1057,Indústria de fertilizantes e pesticidas,Química,Ação,Bovespa,SAGR4,-,3,116562000,42258000,9058000,3527000,-6192000,Real,1561320000,-0.0084445642815,0.018043706607,0.028032691217,0,-,-,Monsato do Brasil Ltda,398526000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Monsato do Brasil Ltda,753136000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Albarus,ON,92758085000190,BR,cancelado,24,Indústria de autopeças,Veiculos e peças,Ação,Bovespa,ALBA3,-,3,482874000,354860000,117774000,22214000,15369000,Real,242000000,0.28992562027,1.4663636364,1.9664752096,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Dana Equipamentos Ltda,203737000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Alcoa,Com,-,US,ativo,4281,Produção e processamento de alumínio,Siderur & Metalur,"ADR,etc (emp estrang)",Bovespa,AALC11B,BRAALCBDR002,-,-,-,-,-,-,Dollar US,-,-,-,-,0.30399561125,0.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Alfa Consorc,ON,17193806000146,BR,ativo,470,Administração de empresas e empreendimentos,Outros,Ação,Bovespa,BRGE3,BRBRGEACNOR6,6,5583924000,781632000,10890000,-32927000,24841000,Real,40394932,0.77836811223,10.61331073,0.24932655217,0.02344,0.8,0.5,Luiz Alves Paes de Barros,14806336,Administradora Fortaleza Ltda,5798195,Mario Slerca Junior,4573187,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Administradora Fortaleza Ltda,34212311,Luiz Alves Paes de Barros,2037547,Mario Slerca Junior,1800960,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Alfa Consorc,PNA,17193806000146,BR,ativo,470,Administração de empresas e empreendimentos,Outros,Ação,Bovespa,BRGE5,BRBRGEACNPA9,6,5583924000,781632000,10890000,-32927000,24841000,Real,165002,0.77836811223,10.61331073,0.24932655217,0.19942,-,-,Luiz Alves Paes de Barros,14806336,Administradora Fortaleza Ltda,5798195,Mario Slerca Junior,4573187,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Administradora Fortaleza Ltda,34212311,Luiz Alves Paes de Barros,2037547,Mario Slerca Junior,1800960,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Alfa Consorc,PNB,17193806000146,BR,ativo,470,Administração de empresas e empreendimentos,Outros,Ação,Bovespa,BRGE6,BRBRGEACNPB7,6,5583924000,781632000,10890000,-32927000,24841000,Real,2330032,0.77836811223,10.61331073,0.24932655217,0.47836,-,-,Luiz Alves Paes de Barros,14806336,Administradora Fortaleza Ltda,5798195,Mario Slerca Junior,4573187,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Administradora Fortaleza Ltda,34212311,Luiz Alves Paes de Barros,2037547,Mario Slerca Junior,1800960,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Alfa Consorc,PNC,17193806000146,BR,ativo,470,Administração de empresas e empreendimentos,Outros,Ação,Bovespa,BRGE7,BRBRGEACNPC5,6,5583924000,781632000,10890000,-32927000,24841000,Real,220003,0.77836811223,10.61331073,0.24932655217,0.27912,-,-,Luiz Alves Paes de Barros,14806336,Administradora Fortaleza Ltda,5798195,Mario Slerca Junior,4573187,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Administradora Fortaleza Ltda,34212311,Luiz Alves Paes de Barros,2037547,Mario Slerca Junior,1800960,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Alfa Consorc,PND,17193806000146,BR,ativo,470,Administração de empresas e empreendimentos,Outros,Ação,Bovespa,BRGE8,BRBRGEACNPD3,6,5583924000,781632000,10890000,-32927000,24841000,Real,2060028,0.77836811223,10.61331073,0.24932655217,0.19942,-,-,Luiz Alves Paes de Barros,14806336,Administradora Fortaleza Ltda,5798195,Mario Slerca Junior,4573187,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Administradora Fortaleza Ltda,34212311,Luiz Alves Paes de Barros,2037547,Mario Slerca Junior,1800960,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Alfa Consorc,PNE,17193806000146,BR,ativo,470,Administração de empresas e empreendimentos,Outros,Ação,Bovespa,BRGE11,BRBRGEACNPE1,6,5583924000,781632000,10890000,-32927000,24841000,Real,6759093,0.77836811223,10.61331073,0.24932655217,0.23927,8.5,-,Luiz Alves Paes de Barros,14806336,Administradora Fortaleza Ltda,5798195,Mario Slerca Junior,4573187,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Administradora Fortaleza Ltda,34212311,Luiz Alves Paes de Barros,2037547,Mario Slerca Junior,1800960,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Alfa Consorc,PNF,17193806000146,BR,ativo,470,Administração de empresas e empreendimentos,Outros,Ação,Bovespa,BRGE12,BRBRGEACNPF8,6,5583924000,781632000,10890000,-32927000,24841000,Real,21717298,0.77836811223,10.61331073,0.24932655217,0.02578,1.0,0.7,Luiz Alves Paes de Barros,14806336,Administradora Fortaleza Ltda,5798195,Mario Slerca Junior,4573187,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Administradora Fortaleza Ltda,34212311,Luiz Alves Paes de Barros,2037547,Mario Slerca Junior,1800960,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Alfa Financ,ON,17167412000113,BR,ativo,389,Bancos,Finanças e Seguros,Ação,Bovespa,CRIV3,BRCRIVACNOR4,9,4766309000,669093000,-,-,46146000,Real,59439000,0.62609912448,6.3261634174,-,0.21329,4.8,5.5,Mcap Poland Fundo de Investimento em Acoes,12248000,Corumbal Participacoes e Administr. Ltda,9140294,Mario Slerca Junior,3174100,Luiz Alves Paes de Barros,3137223,Maria Stella Londres Slerca,1228050,Alfa Holdings S.A.,11277,Consorcio Alfa de Administracao S.A,10873,Administradora Fortaleza Ltda,825,Aloysio de Andrade Faria,500,-,-,Alfa Holdings S.A.,17380600,Consorcio Alfa de Administracao S.A,17359400,Corumbal Participacoes e Administr. Ltda,16740928,Mcap Poland Fundo de Investimento em Acoes,1055100,Mario Slerca Junior,930100,Maria Stella Londres Slerca,100425,Administradora Fortaleza Ltda,975,Aloysio de Andrade Faria,575,-,0,-,-
Alfa Financ,PN,17167412000113,BR,ativo,389,Bancos,Finanças e Seguros,Ação,Bovespa,CRIV4,BRCRIVACNPR1,9,4766309000,669093000,-,-,46146000,Real,46327000,0.62609912448,6.3261634174,-,0.25229,5.8,7.2,Mcap Poland Fundo de Investimento em Acoes,12248000,Corumbal Participacoes e Administr. Ltda,9140294,Mario Slerca Junior,3174100,Luiz Alves Paes de Barros,3137223,Maria Stella Londres Slerca,1228050,Alfa Holdings S.A.,11277,Consorcio Alfa de Administracao S.A,10873,Administradora Fortaleza Ltda,825,Aloysio de Andrade Faria,500,-,-,Alfa Holdings S.A.,17380600,Consorcio Alfa de Administracao S.A,17359400,Corumbal Participacoes e Administr. Ltda,16740928,Mcap Poland Fundo de Investimento em Acoes,1055100,Mario Slerca Junior,930100,Maria Stella Londres Slerca,100425,Administradora Fortaleza Ltda,975,Aloysio de Andrade Faria,575,-,0,-,-
Alfa Holding,ON,17167396000169,BR,ativo,995,Administração de empresas e empreendimentos,Outros,Ação,Bovespa,RPAD3,BRRPADACNOR1,6,3283696000,673227000,7079000,3155000,20325000,Real,46011632,0.56962337653,7.9500349713,0.14986608354,0.00104,0.0,0.0,Luiz Alves Paes de Barros,10952182,Mario Slerca Junior,8984356,Administradora Fortaleza Ltda,6366387,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Administradora Fortaleza Ltda,40981583,Mario Slerca Junior,966736,Luiz Alves Paes de Barros,864252,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Alfa Holding,PNA,17167396000169,BR,ativo,995,Administração de empresas e empreendimentos,Outros,Ação,Bovespa,RPAD5,BRRPADACNPA4,6,3283696000,673227000,7079000,3155000,20325000,Real,14313866,0.56962337653,7.9500349713,0.14986608354,0.41505,6.7,7.0,Luiz Alves Paes de Barros,10952182,Mario Slerca Junior,8984356,Administradora Fortaleza Ltda,6366387,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Administradora Fortaleza Ltda,40981583,Mario Slerca Junior,966736,Luiz Alves Paes de Barros,864252,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Alfa Holding,PNB,17167396000169,BR,ativo,995,Administração de empresas e empreendimentos,Outros,Ação,Bovespa,RPAD6,BRRPADACNPB2,6,3283696000,673227000,7079000,3155000,20325000,Real,24356771,0.56962337653,7.9500349713,0.14986608354,0.00114,0.1,0.0,Luiz Alves Paes de Barros,10952182,Mario Slerca Junior,8984356,Administradora Fortaleza Ltda,6366387,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Administradora Fortaleza Ltda,40981583,Mario Slerca Junior,966736,Luiz Alves Paes de Barros,864252,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Alfa Invest,ON,60770336000165,BR,ativo,138,Bancos,Finanças e Seguros,Ação,Bovespa,BRIV3,BRBRIVACNOR6,6,11834493000,1116805000,-,-,32264000,Real,53949000,0.73260994857,12.378136637,-,0.10269,1.8,1.5,Corumbal Participacoes e Administr. Ltda,12448536,Luiz Alves Paes de Barros,4994489,Mario Slerca Junior,3278644,Mario Slerca Junior,3092610,Metro Tecnologia Informatica Ltda.,457672,Maria Stella Londres Slerca,165858,Marco Enrico Slerca,134430,Aloysio de Andrade Faria,8736,Alfa Holdings S.A.,672,Consorcio Alfa de Administracao S.A,126,Alfa Holdings S.A.,15743294,Consorcio Alfa de Administracao S.A,15708794,Corumbal Participacoes e Administr. Ltda,7348162,Metro Tecnologia Informatica Ltda.,4720195,Mario Slerca Junior,3083222,Mcap Poland Fundo de Investimento em Acoes,1764162,Marco Enrico Slerca,69972,Maria Stella Londres Slerca,50430,Administradora Fortaleza Ltda,8718,Aloysio de Andrade Faria,2532
Alfa Invest,PN,60770336000165,BR,ativo,138,Bancos,Finanças e Seguros,Ação,Bovespa,BRIV4,BRBRIVACNPR3,6,11834493000,1116805000,-,-,32264000,Real,36275000,0.73260994857,12.378136637,-,0.38181,7.6,6.5,Corumbal Participacoes e Administr. Ltda,12448536,Luiz Alves Paes de Barros,4994489,Mario Slerca Junior,3278644,Mario Slerca Junior,3092610,Metro Tecnologia Informatica Ltda.,457672,Maria Stella Londres Slerca,165858,Marco Enrico Slerca,134430,Aloysio de Andrade Faria,8736,Alfa Holdings S.A.,672,Consorcio Alfa de Administracao S.A,126,Alfa Holdings S.A.,15743294,Consorcio Alfa de Administracao S.A,15708794,Corumbal Participacoes e Administr. Ltda,7348162,Metro Tecnologia Informatica Ltda.,4720195,Mario Slerca Junior,3083222,Mcap Poland Fundo de Investimento em Acoes,1764162,Marco Enrico Slerca,69972,Maria Stella Londres Slerca,50430,Administradora Fortaleza Ltda,8718,Aloysio de Andrade Faria,2532
Aliansce,ON,6082980000103,BR,ativo,2130,Locadora de imóveis,Outros,Ação,Bovespa,ALSC3,BRALSCACNOR0,6,3247916000,1352755000,151042000,106161000,65043000,Real,139467170,0.80125022952,9.6994511325,2.0514667436,0.18,0.9,1.4,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,-,-,-,Ggp Brazil I Llc,43842428,Rique Empreendimentos e Particip Ltda,17174913,Pershing Square International Ltd Pershing Square,12397760,Government Of Singapore Investment Corporation Pte Ltd,8886026,BNY Mellon ARX Investimentos Ltda,6989093,Pershing Square LP Pershing Square,6985093,Renato Feitosa Rique,600802,Pershing Square II LP Pershing Square,150406,-,-,-,-
Aliperti,ON,61156931000178,BR,ativo,1282,Indústria de molas e produtos de arame,Siderur & Metalur,Ação,Bovespa,APTI3,BRAPTIACNOR6,6,412852000,329154000,42169000,17621000,6487000,Real,62500,64.412176443,1806.9995334,422.63456946,20.605757764,-,-,Ciro Monico Alexandre Aliperti,36392,S/C Joal Empreend. e Participações,12425,Acoes em Tesouraria,3800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ciro Monico Alexandre Aliperti,25832,S/C Joal Empreend. e Participações,23309,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Aliperti,PN,61156931000178,BR,ativo,1282,Indústria de molas e produtos de arame,Siderur & Metalur,Ação,Bovespa,APTI4,BRAPTIACNPR3,6,412852000,329154000,42169000,17621000,6487000,Real,119655,64.412176443,1806.9995334,422.63456946,22.66633354,-,-,Ciro Monico Alexandre Aliperti,36392,S/C Joal Empreend. e Participações,12425,Acoes em Tesouraria,3800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ciro Monico Alexandre Aliperti,25832,S/C Joal Empreend. e Participações,23309,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
All Amer Lat,ON,2387241000160,BR,ativo,1745,Transporte ferroviário,Transporte Serviç,Ação,Bovespa,ALLL3,BRALLLACNOR6,6,14288325000,4166648000,1757949000,745661000,151598000,Real,681045237,0.30226190913,6.1180194408,4.8864009096,0.0854643738,0.9,1.0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,Bndespar - BNDES Participacoes SA,83235996,Baillie Gifford - Administrador,41973690,Julia Dora Antonia Koranyi Arduini,38597750,"Genesis Asset Managers, Llp",34998600,Bem Dtvm Ltda. - Administrador,34384582,"Manneng & Napier Advisors, Inc",34058810,Gmi - Global Markets Investments Limited Partnership,34004683,BRZ All FI em Participacoes,32934710,Funcef-Fundacao Economiarios Federais,28437252,Previ Cx Prev Funcs Bco Brasil,27130566
All Amer Lat,PN,2387241000160,BR,cancelado,1745,Transporte ferroviário,Transporte Serviç,Ação,Bovespa,ALLL4,-,6,14288325000,4166648000,1757949000,745661000,151598000,Real,0,0.30226190913,6.1180194408,4.8864009096,0,-,-,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,Bndespar - BNDES Participacoes SA,83235996,Baillie Gifford - Administrador,41973690,Julia Dora Antonia Koranyi Arduini,38597750,"Genesis Asset Managers, Llp",34998600,Bem Dtvm Ltda. - Administrador,34384582,"Manneng & Napier Advisors, Inc",34058810,Gmi - Global Markets Investments Limited Partnership,34004683,BRZ All FI em Participacoes,32934710,Funcef-Fundacao Economiarios Federais,28437252,Previ Cx Prev Funcs Bco Brasil,27130566
All Amer Lat,UNT N2,2387241000160,BR,cancelado,1745,Transporte ferroviário,Transporte Serviç,Ação,Bovespa,ALLL11,-,6,14288325000,4166648000,1757949000,745661000,151598000,Real,0,0.30226190913,6.1180194408,4.8864009096,0,-,-,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,Bndespar - BNDES Participacoes SA,83235996,Baillie Gifford - Administrador,41973690,Julia Dora Antonia Koranyi Arduini,38597750,"Genesis Asset Managers, Llp",34998600,Bem Dtvm Ltda. - Administrador,34384582,"Manneng & Napier Advisors, Inc",34058810,Gmi - Global Markets Investments Limited Partnership,34004683,BRZ All FI em Participacoes,32934710,Funcef-Fundacao Economiarios Federais,28437252,Previ Cx Prev Funcs Bco Brasil,27130566
All Ore,ON,10345009000198,BR,ativo,2172,Mineração de metais,Mineração,Ação,Bovespa,AORE3,BRAOREACNOR2,6,47972000,-10323000,0,0,-12419000,Real,80359000,-,-0.12846103112,-,0,0.0,0.0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Metropolis Capital Markets Gmbh,73045831,Dws Invest Bric Plus,7196400,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Alpargatas,ON,61079117000105,BR,ativo,1045,Indústria de calçados,Textil,Ação,Bovespa,ALPA3,BRALPAACNOR0,6,2613403000,1570769000,1376233000,600966000,139603000,Real,199676000,0.74611306088,4.0991054233,7.1818973195,0.20545326636,1.2,2.1,Camargo Correa S/A,37792634,Bonsucex Holding Ltda,33653180,Ewz Investments Llc - Socopa Soc.Corret.,11526140,Silvio Tini de Araujo,7919978,Acoes em Tesouraria,5602542,-,-,-,-,-,-,-,-,-,-,Camargo Correa S/A,133757338,Silvio Tini de Araujo,39560070,Bonsucex Holding Ltda,7345800,Ewz Investments Llc - Socopa Soc.Corret.,395230,-,0,-,-,-,-,-,-,-,-,-,-
Alpargatas,PN,61079117000105,BR,ativo,1045,Indústria de calçados,Textil,Ação,Bovespa,ALPA4,BRALPAACNPR7,6,2613403000,1570769000,1376233000,600966000,139603000,Real,183522000,0.74611306088,4.0991054233,7.1818973195,0.22599859818,1.3,2.3,Camargo Correa S/A,37792634,Bonsucex Holding Ltda,33653180,Ewz Investments Llc - Socopa Soc.Corret.,11526140,Silvio Tini de Araujo,7919978,Acoes em Tesouraria,5602542,-,-,-,-,-,-,-,-,-,-,Camargo Correa S/A,133757338,Silvio Tini de Araujo,39560070,Bonsucex Holding Ltda,7345800,Ewz Investments Llc - Socopa Soc.Corret.,395230,-,0,-,-,-,-,-,-,-,-,-,-
Altere Sec,ON,2783423000150,BR,cancelado,1806,Outros fundos,Fundos,Ação,Bovespa,ALTR3,-,6,1468000,677000,36000,36000,26000,Real,21171000,0.0014120232882,0.031977705352,-0.000067239204211,0,-,-,-,0,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,Prosperitas Participacoes Ltda.,21170775,Luciano Lewandowski,1,Jorge Carlos Nunez,1,Celina Maria Vaz Guimaraes,1,-,-,-,-,-,-,-,-,-,-,-,-
Am Inox BR,ON,33390170000189,BR,cancelado,265,Transformação de aço em produtos de aço,Siderur & Metalur,Ação,Bovespa,ACES3,-,12,4922356000,3105796000,4182420000,1372779000,805922000,Real,24752000,10.854687774,41.804129539,56.331584499,0,-,-,Bndespar - BNDES Participacoes SA,12708000,Arcelor Acos Especiais do Brasil Lt,10942000,Arcelor Spain Holding Sl.,7984000,Previ Cx Prev Funcs Bco Brasil,5178000,Tarpon Investment Group Ltd.,4493000,-,0,-,-,-,-,-,-,-,-,Arcelor Spain Holding Sl.,13990000,Arcelor Acos Especiais do Brasil Lt,9696000,Acoes em Tesouraria,26000,Tarpon Investment Group Ltd.,6000,-,0,-,0,-,-,-,-,-,-,-,-
Am Inox BR,PN,33390170000189,BR,cancelado,265,Transformação de aço em produtos de aço,Siderur & Metalur,Ação,Bovespa,ACES4,-,12,4922356000,3105796000,4182420000,1372779000,805922000,Real,49542000,10.854687774,41.804129539,56.331584499,0,-,-,Bndespar - BNDES Participacoes SA,12708000,Arcelor Acos Especiais do Brasil Lt,10942000,Arcelor Spain Holding Sl.,7984000,Previ Cx Prev Funcs Bco Brasil,5178000,Tarpon Investment Group Ltd.,4493000,-,0,-,-,-,-,-,-,-,-,Arcelor Spain Holding Sl.,13990000,Arcelor Acos Especiais do Brasil Lt,9696000,Acoes em Tesouraria,26000,Tarpon Investment Group Ltd.,6000,-,0,-,0,-,-,-,-,-,-,-,-
Amadeo Rossi,PN,96735105000168,BR,cancelado,36,Outras indústrias de produtos de metal,Siderur & Metalur,Ação,Bovespa,ROSI4,-,6,26069000,-50301000,13103000,4328000,-4092000,Real,2000000000,-0.016944333333,-0.016767,0.008761,0,-,-,R.H. Coml. Metalurgica,17102000,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,R.H. Coml. Metalurgica,658560000,Albelo Coml. Metaurgica SA,92040000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Amazon Com,Com,-,US,ativo,1018724,Vendas por correio ou meio eletrônico,Comércio,"ADR,etc (emp estrang)",Bovespa,AMZO11B,BRAMZOBDR002,-,-,-,-,-,-,Dollar US,-,-,-,-,0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Amazonia,ON,4902979000144,BR,ativo,92,Bancos,Finanças e Seguros,Ação,Bovespa,BAZA3,BRBAZAACNOR0,6,10779897000,2032753000,-,-,108927000,Real,2964596000,0.048631246888,0.68567622705,-,0.026690626,6.7,6.2,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Uniao Federal (Tesouro Nacional),2873357979,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Amazonia Celular,ON,2340278000133,BR,cancelado,1728,Telecomunicações,Telecomunicações,Ação,Bovespa,TMAC3B,-,12,397861000,106415000,523332000,209320000,-18477000,Real,2271000,-3.1380774457,18.073199728,88.88111413,0,-,-,Tele Norte Leste Part SA,2374165,Telemar Norte Leste S/A,921531,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Tele Norte Leste Part SA,2039299,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Amazonia Celular,PNA,2340278000133,BR,cancelado,1728,Telecomunicações,Telecomunicações,Ação,Bovespa,TMAC5B,-,12,397861000,106415000,523332000,209320000,-18477000,Real,79989,-3.1380774457,18.073199728,88.88111413,0,-,-,Tele Norte Leste Part SA,2374165,Telemar Norte Leste S/A,921531,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Tele Norte Leste Part SA,2039299,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Amazonia Celular,PNB,2340278000133,BR,cancelado,1728,Telecomunicações,Telecomunicações,Ação,Bovespa,TMAC6B,-,12,397861000,106415000,523332000,209320000,-18477000,Real,230476,-3.1380774457,18.073199728,88.88111413,0,-,-,Tele Norte Leste Part SA,2374165,Telemar Norte Leste S/A,921531,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Tele Norte Leste Part SA,2039299,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Amazonia Celular,PNC,2340278000133,BR,cancelado,1728,Telecomunicações,Telecomunicações,Ação,Bovespa,TMAC7B,-,12,397861000,106415000,523332000,209320000,-18477000,Real,17154,-3.1380774457,18.073199728,88.88111413,0,-,-,Tele Norte Leste Part SA,2374165,Telemar Norte Leste S/A,921531,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Tele Norte Leste Part SA,2039299,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Amazonia Celular,PND,2340278000133,BR,cancelado,1728,Telecomunicações,Telecomunicações,Ação,Bovespa,TMAC8B,-,12,397861000,106415000,523332000,209320000,-18477000,Real,309588,-3.1380774457,18.073199728,88.88111413,0,-,-,Tele Norte Leste Part SA,2374165,Telemar Norte Leste S/A,921531,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Tele Norte Leste Part SA,2039299,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Amazonia Celular,PNE,2340278000133,BR,cancelado,1728,Telecomunicações,Telecomunicações,Ação,Bovespa,TMAC11B,-,12,397861000,106415000,523332000,209320000,-18477000,Real,2979794,-3.1380774457,18.073199728,88.88111413,0,-,-,Tele Norte Leste Part SA,2374165,Telemar Norte Leste S/A,921531,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Tele Norte Leste Part SA,2039299,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ambev,ON,2808708000107,BR,ativo,1811,Indústria de bebidas,Alimentos e Beb,Ação,Bovespa,AMBV3,BRAMBVACNOR4,6,48521976000,26727978000,14061117000,9447980000,4278830000,Real,1750641000,2.8885532011,8.5710990051,9.2493668083,1886,1.8,4.3,Interbrew International B.V.,519488391,Ambrew S/A,100472554,Previ Cx Prev Funcs Bco Brasil,78072685,Acoes em Tesouraria,261434,-,0,-,-,-,-,-,-,-,-,-,-,Interbrew International B.V.,1146374444,Fund Antonio e Helena Zerrenner Inb,299819590,Ambrew S/A,153132345,Previ Cx Prev Funcs Bco Brasil,17955865,Acoes em Tesouraria,495170,-,-,-,-,-,-,-,-,-,-
